mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
gdb_29417,c1c(c[nH]c1OC=O)N,5.05244,0.86578,0.75849,3.8113,71.14,-0.1888,-0.0053,0.1835,1414.5551,0.112729,-453.986936,-453.978339,-453.977394,-454.020686,31.112,-1540.257236022,-1548.193969854,-1556.490266343,-1438.050452629
gdb_29763,Cc1cn(cc1C#N)C,2.94109,1.24461,0.88425,6.514,84.3,-0.227,-0.0025,0.2245,1285.0735,0.136561,-380.936533,-380.927423,-380.926479,-380.971229,32.07,-1781.637985507,-1791.031167728,-1800.514083736,-1667.1659112
gdb_109674,CCC1(O)C(O)C1OC,2.02328,1.22752,1.14522,1.1958,75.1,-0.2266,0.0704,0.297,1270.795,0.178879,-461.326229,-461.315443,-461.314499,-461.361915,39.002,-1913.0138972561,-1924.90895786,-1936.763857888,-1772.269276137
gdb_53234,CC#CC1CC(O)C1C,3.67636,0.80781,0.74222,1.6005,87.84,-0.2391,0.0548,0.2939,1612.9058,0.180519,-387.060471,-387.049983,-387.049039,-387.098112,37.51,-2019.6000659601,-2031.6833792641,-2043.538279292,-1880.5942722801
gdb_86776,OC1CN(CC#N)C1=N,2.70348,1.10961,1.03413,3.7629,71.34,-0.254,-0.0016,0.2524,1212.6394,0.123798,-434.056233,-434.047117,-434.046173,-434.091456,31.667,-1571.4707887001,-1579.9703981051,-1588.860318108,-1463.450761931
gdb_131878,c1conc1OCCO,5.56945,0.80265,0.73415,2.3074,67.52,-0.258,-0.0067,0.2513,1487.6482,0.124302,-475.001499,-474.99323,-474.992286,-475.035583,29.682,-1561.3239681701,-1570.355077698,-1579.244997701,-1452.693375144
gdb_123361,C#CCCn1nnnn1,7.28497,0.76818,0.73499,4.5508,69.41,-0.2893,-0.0513,0.2381,1454.9031,0.100449,-428.960524,-428.952445,-428.9515,-428.994831,27.845,-1350.880039894,-1358.252643135,-1365.9559436191,-1255.295986487
gdb_105751,CCC1(CCOC1)C#N,2.27684,1.38204,1.10547,3.0276,78.59,-0.2717,0.0343,0.3059,1196.8681,0.171699,-403.17359,-403.164417,-403.163472,-403.208113,33.594,-1941.9790851871,-1953.9983925731,-1965.259669087,-1807.3940924121
gdb_75441,CC1=CCOC(C1)C#N,3.056,1.16587,0.87408,4.8742,79.42,-0.2541,0.0047,0.2588,1303.1401,0.147855,-401.971285,-401.962743,-401.961799,-402.004512,31.797,-1815.3734968561,-1826.011656933,-1836.087568946,-1693.346214189
gdb_86368,CC1OC(C)C1NC=O,2.31012,1.19348,0.93836,2.588,77.15,-0.2525,0.0219,0.2744,1321.0304,0.169648,-440.302162,-440.292325,-440.291381,-440.338452,35.039,-1885.9833195721,-1897.585333473,-1908.847237496,-1752.2511115281
gdb_26453,CN(C=O)c1c[nH]cn1,4.28384,1.09848,0.87915,6.4929,74.43,-0.2071,0.0177,0.2247,1245.7079,0.126174,-434.128314,-434.120127,-434.119182,-434.161621,29.762,-1616.702264929,-1625.784830195,-1634.674122689,-1507.479930916
gdb_96683,CN=C(C)OCC1CN1,4.04441,0.73119,0.65267,1.5736,83.32,-0.241,0.032,0.273,1774.1108,0.180718,-420.382881,-420.37228,-420.371336,-420.420505,36.4,-1924.364280048,-1936.375429817,-1948.230329845,-1784.731604877
gdb_23149,C[NH2+]CC(=N[O-])C1CN1,3.43312,0.88107,0.7513,5.3123,81.84,-0.2014,-0.0171,0.1843,1554.3947,0.171746,-436.369881,-436.36036,-436.359416,-436.40481,34.339,-1767.6024917041,-1779.4021709401,-1790.6640749631,-1632.656053745
gdb_113237,CC1(CC#C)OC1CO,4.49832,0.79346,0.75612,1.8341,77.87,-0.2613,0.0434,0.3046,1530.7313,0.155526,-422.970522,-422.960323,-422.959379,-423.00616,36.935,-1826.8230260701,-1837.3099564781,-1847.9788644961,-1699.6752699631
gdb_129693,C(#N)c1c(c(n[nH]1)O)N,3.44493,1.29531,0.94225,3.1917,70.15,-0.213,-0.0327,0.1803,1126.5021,0.090611,-448.95669,-448.948251,-448.947306,-448.989649,30.367,-1360.745108883,-1367.00325614,-1374.113560619,-1271.052737477
gdb_113236,CC1(CC#C)NC1CO,4.2616,0.79648,0.75842,1.9301,81.38,-0.2481,0.0388,0.2868,1540.9491,0.16861,-403.086785,-403.076598,-403.075654,-403.122347,37.413,-1887.5081664421,-1898.8911797021,-1910.153083725,-1753.5751555181
gdb_104959,CCC1(CO1)C(=O)C#C,2.5076,1.36073,1.05553,2.1027,75.74,-0.2631,-0.0668,0.1963,1180.318,0.132304,-421.785015,-421.775493,-421.774549,-421.819745,34.207,-1710.7583339211,-1719.892982434,-1729.375898442,-1596.411761414
gdb_35953,N#CC1COCCC=C1,3.26852,1.17613,0.90872,4.2374,78.43,-0.256,-0.0072,0.2489,1253.113,0.14938,-401.961676,-401.953532,-401.952588,-401.994804,30.651,-1809.343762875,-1820.231671534,-1830.307583547,-1687.254356817
gdb_51311,C1COCC(=C1)CC=O,3.5448,0.98647,0.84894,3.3773,79.69,-0.2406,-0.0322,0.2083,1372.48,0.159108,-423.041548,-423.032815,-423.031871,-423.076316,31.683,-1871.392480304,-1882.7993389061,-1893.468246924,-1743.6987913671
gdb_26863,Cc1c(ncc(=O)o1)N,2.98602,1.48012,0.99803,4.3135,75.57,-0.2121,-0.0753,0.1368,1120.7298,0.11241,-453.995733,-453.987481,-453.986537,-454.028594,30.451,-1545.777432695,-1553.930657132,-1562.22758113,-1443.012793801
gdb_121184,CCNC1CNC1C#N,2.29267,1.10579,0.81344,4.8329,80.78,-0.2288,0.0173,0.2461,1453.8696,0.171554,-399.305242,-399.295647,-399.294703,-399.340556,34.409,-1863.716790216,-1875.470661295,-1886.732565318,-1729.267966894
gdb_32634,CCn1cnc(c1N)O,3.00874,1.27862,0.97492,2.1588,74.77,-0.1895,0.0379,0.2274,1221.7342,0.148766,-435.303498,-435.294215,-435.293271,-435.337888,33.784,-1726.289181671,-1736.461102561,-1746.537014574,-1604.375478133
gdb_56185,CC(=N)OCC1CCC1,4.48761,0.71582,0.65271,2.4624,84.65,-0.2622,0.0368,0.299,1779.4739,0.1937,-404.351096,-404.341225,-404.340281,-404.387154,35.6,-2053.023077827,-2066.381489419,-2078.829385452,-1906.030349595
gdb_32430,Cc1c([nH]cc1NC)C,3.06619,1.18229,0.86874,1.3122,88.61,-0.1651,0.0592,0.2243,1380.5571,0.18207,-383.309551,-383.299139,-383.298195,-383.344995,37.571,-2015.024897841,-2027.1552743201,-2039.010174348,-1874.280276722
gdb_115440,OCC1COC(C1)C#N,4.57407,0.90019,0.85244,4.9941,71.83,-0.2808,0.0162,0.297,1353.9139,0.148358,-439.09392,-439.085056,-439.084112,-439.128542,31.86,-1755.6522103081,-1766.087684978,-1776.163596991,-1634.244279024
gdb_49818,O=CC1CC(=O)C(=O)N1,3.14198,1.22431,0.94316,5.332,64.29,-0.2462,-0.0733,0.1729,1162.6524,0.100062,-473.878277,-473.870197,-473.869253,-473.911967,28.585,-1484.3436740861,-1491.7162773271,-1499.4202053201,-1388.8368042861
gdb_133047,COc1ccc(cc1)F,4.92206,0.97081,0.81508,2.1461,76.01,-0.2142,-0.0083,0.2058,1321.3447,0.124565,-445.909974,-445.902275,-445.901331,-445.942398,29.319,-1692.61140115,-1702.001445826,-1710.8913658291,-1583.5904975261
gdb_22173,CC1(CCCC1=NO)C,2.1512,1.45378,1.08683,0.707,84.89,-0.2374,0.0141,0.2516,1230.8427,0.193356,-404.338529,-404.328891,-404.327947,-404.372525,37.2,-2045.1371722241,-2058.6417934131,-2071.089689446,-1896.8505204341
gdb_103575,COC1(C)CC(=O)C1C,2.28609,1.2696,1.17129,3.4238,79.49,-0.2355,-0.0134,0.2221,1224.3385,0.178922,-424.232748,-424.222564,-424.22162,-424.267687,37.432,-1991.0295811901,-2003.303029721,-2015.157929749,-1850.0722345201
gdb_32400,C#Cc1cc(co1)CO,6.67015,0.83059,0.74828,1.283,80.66,-0.218,-0.023,0.195,1437.5422,0.111794,-420.615418,-420.607029,-420.606085,-420.648798,30.844,-1604.677309962,-1612.745820684,-1621.042744682,-1502.854562077
gdb_56804,OC(C#N)C1=CCOC1,3.10504,1.04197,0.97144,2.8921,71.84,-0.2504,-0.0241,0.2262,1250.0617,0.123689,-437.883601,-437.874781,-437.873837,-437.918151,30.777,-1624.017764851,-1632.703744429,-1641.593664432,-1515.935614691
gdb_43661,O=C1CC(OC1=O)C#C,2.86027,1.31587,1.07749,5.0049,64.59,-0.2606,-0.0885,0.1721,1090.476,0.08754,-456.569695,-456.561813,-456.560868,-456.603144,28.466,-1439.6524831061,-1446.261407894,-1453.371712373,-1350.987971442
gdb_63388,CC1(O)CC(O)(C1)C#C,3.11426,1.14948,0.97759,0.4826,78.38,-0.2556,0.0352,0.2909,1250.1144,0.155326,-422.981183,-422.971459,-422.970515,-423.014916,37.761,-1833.512899519,-1844.297896702,-1854.96680472,-1705.169738767
gdb_97167,CC1=CCOC(=NC)C1,3.2227,1.13459,0.88794,2.9257,84.96,-0.236,0.0118,0.2478,1359.8604,0.170027,-403.171115,-403.161529,-403.160585,-403.206678,34.221,-1940.426000412,-1952.186146581,-1963.448050604,-1806.493616997
gdb_131634,c1c(c([nH]n1)C#N)CO,2.27709,1.47611,0.90905,1.8953,71.74,-0.2596,-0.0443,0.2153,1184.5303,0.102682,-432.891658,-432.883482,-432.882538,-432.925589,28.736,-1468.541114939,-1475.8534773161,-1483.557405309,-1373.081308314
gdb_131826,c1c(nnn1CCO)O,5.42318,0.78392,0.72904,1.7887,67.94,-0.2283,-0.0039,0.2244,1498.0129,0.124889,-471.192319,-471.18372,-471.182776,-471.226673,30.75,-1520.190125711,-1529.01352976,-1537.903449763,-1411.3687699491
gdb_31805,CCc1cnc(cn1)C,4.6067,0.98921,0.87158,0.0868,86.9,-0.2385,-0.0432,0.1953,1392.126,0.160085,-382.138621,-382.12973,-382.128786,-382.173232,32.148,-1908.107404385,-1919.4151165651,-1930.084024583,-1780.211030041
gdb_43504,N=C1NC(=CC1=O)C#N,4.00525,1.15249,0.89497,0.7318,73.96,-0.2605,-0.1221,0.1384,1165.15,0.078516,-431.713547,-431.705969,-431.705025,-431.746023,27.272,-1357.117479354,-1363.027986625,-1369.545922608,-1274.115608906
gdb_54352,C1C(CO1)(C#N)C(=O)N,2.04076,1.8047,1.11202,2.0954,66.04,-0.2705,-0.0124,0.2581,1062.7815,0.112487,-453.96324,-453.954553,-453.953609,-453.997532,30.799,-1525.387782758,-1533.26804078,-1541.564964778,-1423.521109243
gdb_127919,CN=c1c(=O)[nH]nc[nH]1,2.69588,1.57906,1.00209,5.1011,74.08,-0.2265,-0.0345,0.192,1118.2992,0.114261,-450.148545,-450.140525,-450.13958,-450.18132,29.389,-1480.793228164,-1489.09140718,-1497.387703669,-1377.61443333
gdb_129121,N=C1N=CC(=O)NN=N1,3.19544,1.5707,1.20132,1.7406,66.89,-0.2728,-0.1039,0.1689,959.1002,0.078331,-464.947236,-464.940201,-464.939257,-464.979103,25.857,-1206.208467453,-1212.458457093,-1218.976393076,-1122.208230186
gdb_29872,Cc1cc(=O)ccn1C,3.08371,1.35753,0.95382,7.1551,84.06,-0.2073,-0.0058,0.2015,1212.2889,0.148865,-402.011286,-402.002799,-402.001855,-402.044491,31.772,-1840.474484365,-1851.147157437,-1861.22306945,-1718.4333965
gdb_128277,CNc1ncc(nn1)O,5.05633,1.0745,0.89164,1.4379,74.06,-0.2138,-0.0602,0.1536,1243.7622,0.113612,-450.1487,-450.140527,-450.139583,-450.181788,29.672,-1480.890492059,-1489.0926621981,-1497.389586196,-1377.908107542
gdb_130063,c1c(nn(n1)CC#N)N,4.00797,1.01953,0.9192,3.2816,69.7,-0.2292,-0.0168,0.2123,1240.9042,0.103113,-429.054841,-429.046846,-429.045902,-429.088463,28.511,-1410.064806247,-1417.490120244,-1425.194048237,-1314.050909175
gdb_133074,CNc1ccnc(n1)F,3.79799,1.15368,0.88985,5.2781,72.08,-0.2328,-0.023,0.2098,1224.8805,0.114145,-458.163157,-458.155308,-458.154364,-458.196071,28.477,-1542.006731114,-1550.412841678,-1558.709765676,-1439.310490701
gdb_85348,CC1OC(=N)C=C1C#N,3.08722,1.26648,0.94129,2.3574,79.07,-0.2685,-0.0849,0.1836,1184.9008,0.113256,-416.85348,-416.845463,-416.844518,-416.886279,29.415,-1593.188247681,-1601.489564242,-1609.785860731,-1490.640726901
gdb_132219,FC1=CC(=N)N=C(F)O1,2.03279,1.87116,0.97432,1.889,57.21,-0.2554,-0.0349,0.2205,1044.2247,0.065521,-537.960143,-537.953468,-537.952524,-537.991713,24.682,-1193.991494732,-1199.5794623771,-1205.5044023551,-1117.077089093
gdb_126100,CCC#Cc1ccn[nH]1,6.69806,0.66003,0.60533,2.9102,90.4,-0.2206,-0.0107,0.2099,1815.8344,0.137593,-380.877458,-380.868739,-380.867795,-380.912486,31.06,-1744.5678913321,-1754.2064295721,-1763.68934558,-1630.3041500131
gdb_29262,OC1=COC(=O)NC1=N,3.24227,1.44079,0.99752,1.8868,64.81,-0.237,-0.0355,0.2015,1072.2749,0.090482,-489.93369,-489.926271,-489.925327,-489.965711,27.972,-1370.5116589591,-1377.409865396,-1384.520797384,-1280.334850605
gdb_101738,CCC(C)CC1CCC1,4.21399,0.68434,0.61966,0.1085,96.96,-0.2778,0.0821,0.3599,1940.2979,0.251557,-353.55905,-353.54814,-353.547196,-353.59599,40.457,-2468.1108686921,-2485.2613171711,-2500.674193229,-2288.808329559
gdb_125435,Cc1c(noc(=O)n1)N,3.07378,1.48759,1.01004,7.1083,68.12,-0.2526,-0.0914,0.1612,1095.3108,0.10025,-470.011873,-470.003835,-470.002891,-470.044821,29.688,-1407.301256611,-1414.699587721,-1422.403515714,-1310.968584967
gdb_32729,CCCc1c(nc[nH]1)C,3.01871,0.98478,0.78774,3.5001,86.35,-0.2054,0.0382,0.2436,1514.1519,0.183229,-383.329102,-383.319374,-383.31843,-383.36465,35.141,-2027.2933263,-2039.8529189351,-2051.707818963,-1886.6139661171
gdb_118904,COCC1(C)CC=CC1,2.73403,1.08417,0.98852,0.9203,87.12,-0.2324,0.0312,0.2637,1363.3484,0.205138,-388.297453,-388.287721,-388.286777,-388.332106,36.539,-2167.9657838841,-2182.30059948,-2195.341491518,-2013.71403154
gdb_112244,CCC1OC(=O)C1C=O,1.9807,1.50613,0.93959,2.7333,69.66,-0.2705,-0.046,0.2245,1240.9323,0.133824,-459.001246,-458.992195,-458.991251,-459.03587,31.715,-1709.7693797371,-1719.19895748,-1728.681873488,-1595.100267604
gdb_59632,CC(C)C1COC(N)=N1,3.36659,1.05365,0.84621,1.4718,80.62,-0.2195,0.0589,0.2784,1404.7335,0.183191,-420.443649,-420.434085,-420.433141,-420.478175,35.831,-1962.4967469601,-1975.158623562,-1987.01352359,-1820.9200489071
gdb_86767,CC1NC(CC#N)C1=O,3.33217,0.95091,0.80386,3.2806,74.37,-0.2606,-0.0443,0.2164,1403.4034,0.134822,-418.020292,-418.011132,-418.010188,-418.055209,32.374,-1697.521659075,-1706.882838337,-1716.365754345,-1582.932240585
gdb_26172,CN(C)c1cc[nH]c1O,2.62066,1.33133,1.07107,0.218,78.78,-0.1777,0.0618,0.2395,1198.8983,0.159473,-419.222558,-419.213361,-419.212417,-419.256393,34.643,-1824.102774555,-1835.2178414721,-1845.88674949,-1695.463429555
gdb_115272,CC1(C)OCC(CO)O1,2.73979,1.2221,1.06901,1.8149,74.32,-0.251,0.0759,0.3269,1238.0834,0.180981,-461.374809,-461.365204,-461.36426,-461.409352,36.045,-1943.4982844761,-1956.1344332091,-1967.989333237,-1802.0364205701
gdb_119142,CCCC1(CC1)C(C)C,2.13246,0.99497,0.86434,0.1074,95.83,-0.2607,0.086,0.3467,1597.1908,0.250654,-353.557799,-353.546563,-353.545618,-353.594102,42.372,-2467.325854933,-2484.2717354781,-2499.683984027,-2287.6235925671
gdb_31768,CCc1ccc(n1C)C,2.86092,1.2544,0.94638,1.9521,91.52,-0.1832,0.0479,0.2312,1331.5281,0.193967,-367.263417,-367.253361,-367.252417,-367.298527,36.726,-2134.6795689791,-2147.9225189151,-2160.370414948,-1987.3479858871
gdb_126776,CCn1nc(c(n1)O)O,3.16087,1.16766,0.92713,1.9395,69.18,-0.2084,0.0061,0.2145,1254.7876,0.12447,-471.209863,-471.201085,-471.200141,-471.243941,31.784,-1531.199143607,-1539.910223545,-1548.800143548,-1422.204595361
gdb_29172,CC1=CNC(=N)N1C=O,2.27169,1.8285,1.01964,6.3405,76.08,-0.1931,-0.0134,0.1797,1111.8838,0.12432,-434.112265,-434.103583,-434.102639,-434.145836,31.48,-1606.631372988,-1615.403321299,-1624.293241302,-1497.574701351
gdb_124967,Cc1c([nH]nn1)CC#C,3.33719,1.17629,0.87915,4.4631,76.35,-0.2414,0.0062,0.2476,1264.5692,0.123725,-396.904206,-396.895358,-396.894414,-396.939408,31.293,-1612.7483307201,-1621.4167400461,-1630.306660049,-1504.9711499341
gdb_64785,CC1(CC#CC#N)CN1,4.49676,0.68147,0.66492,5.9203,86.91,-0.2612,-0.0373,0.2239,1686.0835,0.135269,-380.838118,-380.828888,-380.827944,-380.872962,33.204,-1719.8816872721,-1729.1995684131,-1738.682484421,-1605.5024842971
gdb_26908,c1cc(=O)[nH]c(c1N)O,3.19326,1.38695,0.97198,5.4198,73.36,-0.2003,-0.0243,0.1759,1130.5659,0.115282,-454.019225,-454.011688,-454.010744,-454.051028,29.483,-1560.518874123,-1569.120767495,-1577.417691493,-1457.090330707
gdb_114933,COC1CN=C(O1)C#N,3.38772,1.11553,0.89987,5.1026,69.37,-0.2845,-0.0574,0.227,1252.1834,0.112571,-453.959291,-453.950999,-453.950055,-453.992869,29.142,-1522.9097497171,-1531.0378737941,-1539.3347977921,-1420.595034776
gdb_128042,CN=COc1ncno1,4.13368,1.02992,0.95531,2.6729,65.71,-0.2821,-0.0235,0.2586,1242.7406,0.100522,-469.990379,-469.982387,-469.981442,-470.024454,27.378,-1393.8135781651,-1401.240774689,-1408.944075173,-1298.188109164
gdb_132513,Cc1ccc(c(c1)O)F,3.13865,1.29394,0.92145,0.773,75.8,-0.2199,-0.0022,0.2177,1203.0978,0.123976,-445.927221,-445.919113,-445.918168,-445.960524,30.649,-1703.434048873,-1712.5674423681,-1721.4567348621,-1594.9647256601
gdb_29898,Cn1ccc(c1)C(=O)N,4.19316,1.04133,0.84007,4.1075,78.59,-0.2152,0.006,0.2211,1334.3007,0.137263,-418.08206,-418.073266,-418.072322,-418.116189,32.124,-1736.2816349871,-1745.8724825431,-1755.355398551,-1621.1977394051
gdb_104939,CCC1(CO1)C#CC#N,2.92105,0.86003,0.71695,4.8056,84.57,-0.2827,-0.0544,0.2283,1543.3129,0.122492,-400.716642,-400.707416,-400.706471,-400.751414,32.582,-1655.925342483,-1664.3571809161,-1673.24647341,-1548.238522993
gdb_55703,OC1(CC([O-])=O)C[NH2+]C1,3.71531,1.02935,0.96798,11.2129,70.41,-0.2111,0.0048,0.2158,1246.3057,0.147141,-476.190432,-476.182187,-476.181243,-476.223749,31.336,-1679.5385061531,-1690.361781385,-1700.437693398,-1557.055651952
gdb_94050,CC1OCC(CC#N)O1,2.99501,1.1076,0.90408,4.3374,72.52,-0.2726,0.0324,0.305,1296.7248,0.147451,-439.108595,-439.09977,-439.098826,-439.14313,31.707,-1764.8609048831,-1775.3208524041,-1785.396764417,-1643.398380316
gdb_127680,CN1N=CNC(=O)C1=N,2.54646,1.86964,1.08537,3.6415,72.9,-0.2164,-0.0393,0.1771,1039.8282,0.114811,-450.160052,-450.152179,-450.151235,-450.192698,28.952,-1488.013974227,-1496.404397066,-1504.701321064,-1384.754230732
gdb_85636,OC1CC(=CC1O)C#C,3.40464,1.07636,0.90819,0.5766,80.53,-0.2381,-0.0307,0.2074,1273.0113,0.135056,-421.803401,-421.794602,-421.793658,-421.837047,33.208,-1722.2957143951,-1731.8840519151,-1741.366967923,-1607.2689221321
gdb_100045,CN1CC1C(C)(O)CO,3.03947,1.05017,0.98003,1.208,78.67,-0.2283,0.0535,0.2818,1325.086,0.191976,-441.439893,-441.429552,-441.428608,-441.47496,39.001,-1972.068141737,-1985.1309965901,-1997.578892623,-1824.197528414
gdb_103538,CC1CC=CC1(C)CO,2.2726,1.36884,1.08747,1.4943,86.24,-0.2386,0.0204,0.2591,1246.2612,0.205189,-388.303832,-388.29401,-388.293066,-388.33797,37.888,-2171.9686637951,-2186.2470035811,-2199.287895619,-2017.3937443161
gdb_105649,COC1(CCC1O)C#C,2.03717,1.42226,1.27637,2.3303,78.09,-0.2497,0.0313,0.281,1146.2225,0.156517,-422.967025,-422.957405,-422.95646,-423.001138,36.009,-1824.628627097,-1835.4788852161,-1846.147165725,-1696.5239197651
gdb_94527,CC1CCC1C(=O)C=O,2.48553,1.20337,1.10554,1.3472,76.37,-0.2465,-0.0935,0.153,1215.4413,0.157235,-423.038192,-423.028771,-423.027827,-423.07369,33.487,-1869.2865601001,-1880.2616925101,-1890.930600528,-1742.0509527331
gdb_56945,OC(C#C)C1NC1C#C,3.81669,1.02528,0.89458,2.9147,77.84,-0.2533,0.0227,0.276,1279.3918,0.121612,-400.638008,-400.628847,-400.627902,-400.67215,34.134,-1606.5817997771,-1615.0544262951,-1623.943718789,-1498.4996496171
gdb_29373,Cc1cc([nH]c1)CC#N,5.37655,0.87228,0.78299,2.6404,80.81,-0.2105,0.0246,0.2351,1436.5532,0.136826,-380.931043,-380.922225,-380.921281,-380.965583,31.776,-1778.192961097,-1787.7693759461,-1797.252291954,-1663.622995386
gdb_25506,c1cc(cnc1)NC=O,4.38353,1.12859,0.89751,1.7923,78.3,-0.2375,-0.0306,0.2069,1209.6049,0.115806,-416.892226,-416.88501,-416.884066,-416.924441,27.01,-1617.501711395,-1626.3056626651,-1634.602586663,-1514.587725359
gdb_98684,CCC(=O)C1NC1(C)C,3.25075,0.90413,0.85191,3.8078,84.8,-0.2352,-0.0138,0.2214,1519.0583,0.191364,-404.356841,-404.346271,-404.345326,-404.392677,38.519,-2056.628117032,-2069.547899833,-2081.995168357,-1909.496081802
gdb_59045,CC(O)C1=CCCC1O,2.55156,1.26763,1.04827,3.2791,81.2,-0.2404,0.0141,0.2545,1251.391,0.182251,-424.241028,-424.231507,-424.230563,-424.275317,36.052,-1996.22535571,-2008.9148427081,-2020.769742736,-1854.8601281901
gdb_22299,CC1=CC(=NO)CCC1,2.46244,1.27055,0.87144,1.5602,89.72,-0.2149,-0.0228,0.1921,1344.9943,0.171477,-403.14539,-403.136525,-403.135581,-403.178764,34.104,-1924.2833313871,-1936.4959115451,-1947.757815568,-1788.9773307711
gdb_30407,CN=C1N=CNC=C1C,2.48998,1.59205,0.9828,5.0958,87.26,-0.1965,-0.0098,0.1867,1194.8757,0.148727,-398.171408,-398.162552,-398.161608,-398.205337,32.369,-1780.077370624,-1790.517865366,-1800.593777379,-1658.130409109
gdb_120846,CCCC1NC1COC,3.65367,0.60834,0.55625,1.299,88.13,-0.244,0.0796,0.3236,2108.1213,0.215888,-405.51591,-405.504869,-405.503925,-405.553439,38.813,-2156.1027262391,-2170.504057789,-2184.137945832,-1996.6621019741
gdb_127242,Cn1cc(cn1)CC#N,3.80529,1.01791,0.81125,2.0926,75.64,-0.2473,0.0092,0.2565,1348.6503,0.125602,-396.966704,-396.958094,-396.95715,-397.002006,29.741,-1651.966388202,-1660.7841446701,-1669.674064673,-1544.251958316
gdb_26717,Cc1c(c[nH]c1N)C=O,3.18798,1.20683,0.88436,4.8004,79.29,-0.2145,-0.0262,0.1883,1262.3522,0.136317,-418.061711,-418.052518,-418.051574,-418.09596,32.885,-1723.512454346,-1732.8529258111,-1742.335841819,-1608.503859844
gdb_104182,COC1(C)CCC(O)C1,2.79022,1.07243,1.03556,2.207,81.71,-0.2454,0.0767,0.3221,1330.127,0.204629,-425.43151,-425.421555,-425.420611,-425.466466,37.974,-2115.4119051341,-2129.6061587141,-2142.647050752,-1961.0942643451
gdb_128426,CNCc1nc(on1)N,4.98208,0.90276,0.82765,3.1769,70.75,-0.2203,0.008,0.2283,1397.536,0.137143,-451.323887,-451.315043,-451.314098,-451.357992,32.017,-1590.479291328,-1600.037508416,-1609.519796915,-1474.764121692
gdb_53745,NC(=O)C#CC1CCO1,4.88457,0.66031,0.61361,2.6935,77.12,-0.2566,-0.0227,0.2339,1770.1926,0.123118,-437.861985,-437.852345,-437.851401,-437.899361,32.129,-1610.453530307,-1618.6249525051,-1627.514872508,-1504.144720581
gdb_123396,C#CCOc1ccon1,7.58061,0.7975,0.72483,1.5975,70.61,-0.2577,-0.0062,0.2516,1453.4875,0.099847,-436.629213,-436.621268,-436.620324,-436.662617,28.635,-1464.729625273,-1472.187569738,-1479.891497731,-1369.299311571
gdb_103537,CC1(CO)C=CCC1O,2.39939,1.39998,1.15538,1.5961,79.26,-0.2431,0.0215,0.2646,1165.6202,0.181595,-424.229039,-424.21947,-424.218526,-424.262919,36.592,-1988.7021503091,-2001.361516875,-2013.216416903,-1847.080271608
gdb_109610,CCC1C(N)C1(O)C#N,1.97152,1.36231,1.01893,6.0084,77.34,-0.248,0.0224,0.2703,1261.2762,0.158569,-419.200882,-419.191114,-419.19017,-419.235567,35.993,-1810.500889471,-1821.2576487491,-1831.9265567671,-1682.394927121
gdb_123383,C#CCNc1cnon1,3.61659,1.04264,0.95614,4.4092,68.38,-0.2448,-0.0353,0.2095,1215.0063,0.100534,-432.777129,-432.769101,-432.768157,-432.81111,28.831,-1396.673136678,-1404.078370387,-1411.78229838,-1301.244705503
gdb_42430,N=C(NCC#N)C1CO1,5.13999,0.71464,0.65847,3.0558,72.19,-0.2526,0.0025,0.2551,1618.9209,0.123887,-434.051931,-434.042778,-434.041834,-434.087601,31.666,-1568.771244982,-1577.247636554,-1586.137556557,-1461.031714736
gdb_73745,C1CC(=O)C(=C1N)C#N,2.10889,1.77961,0.97677,8.1891,77.59,-0.2405,-0.0388,0.2016,1133.5721,0.113796,-416.883047,-416.874637,-416.873693,-416.916394,30.48,-1611.741806284,-1619.796511808,-1628.093435806,-1509.538160436
gdb_58597,CC(C)C1(CC#N)CN1,2.11859,1.23151,1.04734,3.593,81.83,-0.2589,0.0328,0.2917,1287.3596,0.181759,-383.267285,-383.257372,-383.256428,-383.302459,36.712,-1988.5026024471,-2000.9461059171,-2012.801005945,-1847.5885538981
gdb_131434,c1c(noc1OC=O)O,7.37486,0.84649,0.76861,2.5776,60.03,-0.2624,-0.036,0.2264,1339.5012,0.076516,-509.767953,-509.760374,-509.75943,-509.80093,26.781,-1278.781138321,-1284.6903905741,-1291.2083265571,-1195.941792704
gdb_121541,CCOCC#CC1CO1,5.4275,0.4945,0.46915,1.8976,84.54,-0.2539,0.0162,0.2701,2335.1671,0.156235,-422.957962,-422.947668,-422.946724,-422.995702,34.788,-1818.9415130301,-1829.3688300831,-1840.037738101,-1693.112780841
gdb_57203,CC(C(C)=O)C1(C)CN1,2.27401,1.309,1.10326,2.2956,81.83,-0.2405,-0.0158,0.2247,1242.8046,0.191375,-404.350508,-404.339936,-404.338992,-404.386269,38.604,-2052.6541025351,-2065.5726303181,-2078.020526351,-1905.4750041301
gdb_32227,CNc1ccccc1O,2.57223,1.51385,0.96137,1.3264,85.12,-0.1807,0.0196,0.2003,1206.0307,0.149315,-402.012857,-402.004434,-402.00349,-402.045559,32.61,-1841.460301004,-1852.1731346521,-1862.249046665,-1719.1035761121
